Time(s)	Ch1 (FF)	Ch2 (FF)	Ch3 (BF)
36.19	-1.4235	0.285	1.548
36.2	-1.4234	0.2849	1.5479
36.21	-1.4234	0.2848	1.5479
36.22	-1.4234	0.2847	1.5479
36.23	-1.4234	0.2846	1.5478
36.24	-1.4234	0.2844	1.5478
36.25	-1.4234	0.2843	1.5477
36.26	-1.4234	0.2841	1.5477
36.27	-1.4233	0.284	1.5476
36.28	-1.4233	0.2839	1.5475
36.29	-1.4233	0.2837	1.5475
36.3	-1.4234	0.2836	1.5474
36.31	-1.4234	0.2835	1.5474
36.32	-1.4234	0.2834	1.5474
36.33	-1.4234	0.2832	1.5474
36.34	-1.4234	0.2831	1.5474
36.35	-1.4234	0.2829	1.5474
36.36	-1.4234	0.2828	1.5473
36.37	-1.4234	0.2826	1.5474
36.38	-1.4234	0.2825	1.5474
36.39	-1.4235	0.2823	1.5474
36.4	-1.4235	0.2822	1.5474
36.41	-1.4235	0.282	1.5475
36.42	-1.4235	0.2819	1.5475
36.43	-1.4236	0.2817	1.5475
36.44	-1.4236	0.2816	1.5475
36.45	-1.4236	0.2814	1.5475
36.46	-1.4236	0.2813	1.5475
36.47	-1.4236	0.2812	1.5475
36.48	-1.4237	0.281	1.5475
36.49	-1.4237	0.2809	1.5475
36.5	-1.4237	0.2808	1.5475
36.51	-1.4237	0.2806	1.5475
36.52	-1.4238	0.2805	1.5476
36.53	-1.4238	0.2804	1.5476
36.54	-1.4238	0.2802	1.5475
36.55	-1.4238	0.2801	1.5475
36.56	-1.4238	0.28	1.5474
36.57	-1.4238	0.2799	1.5473
36.58	-1.4238	0.2798	1.5472
36.59	-1.4238	0.2797	1.5472
36.6	-1.4238	0.2796	1.5471
36.61	-1.4238	0.2794	1.5471
36.62	-1.4238	0.2793	1.547
36.63	-1.4238	0.2792	1.547
36.64	-1.4238	0.2791	1.547
36.65	-1.4238	0.279	1.547
36.66	-1.4238	0.2789	1.547
36.67	-1.4238	0.2788	1.5469
36.68	-1.4237	0.2787	1.5468
36.69	-1.4237	0.2786	1.5468
36.7	-1.4236	0.2785	1.5467
36.71	-1.4236	0.2784	1.5466
36.72	-1.4236	0.2783	1.5466
36.73	-1.4236	0.2782	1.5465
36.74	-1.4236	0.2781	1.5464
36.75	-1.4236	0.278	1.5464
36.76	-1.4235	0.2779	1.5463
36.77	-1.4235	0.2778	1.5463
36.78	-1.4235	0.2776	1.5463
36.79	-1.4235	0.2776	1.5463
36.8	-1.4235	0.2774	1.5462
36.81	-1.4234	0.2774	1.5462
36.82	-1.4234	0.2773	1.5461
36.83	-1.4234	0.2771	1.5461
36.84	-1.4234	0.277	1.546
36.85	-1.4233	0.2769	1.546
36.86	-1.4233	0.2768	1.5459
36.87	-1.4233	0.2766	1.5459
36.88	-1.4233	0.2765	1.5459
36.89	-1.4233	0.2764	1.5458
36.9	-1.4233	0.2762	1.5458
36.91	-1.4233	0.2761	1.5458
36.92	-1.4234	0.276	1.5458
36.93	-1.4234	0.2759	1.5457
36.94	-1.4234	0.2758	1.5456
36.95	-1.4234	0.2757	1.5456
36.96	-1.4234	0.2755	1.5456
36.97	-1.4234	0.2754	1.5455
36.98	-1.4234	0.2753	1.5455
36.99	-1.4234	0.2752	1.5455
37.0	-1.4235	0.275	1.5455
37.01	-1.4235	0.2749	1.5455
37.02	-1.4235	0.2748	1.5455
37.03	-1.4236	0.2747	1.5454
37.04	-1.4236	0.2746	1.5454
37.05	-1.4236	0.2745	1.5454
37.06	-1.4237	0.2745	1.5454
37.07	-1.4237	0.2744	1.5454
37.08	-1.4237	0.2744	1.5454
37.09	-1.4238	0.2743	1.5453
37.1	-1.4238	0.2742	1.5452
37.11	-1.4238	0.2741	1.5452
37.12	-1.4239	0.274	1.5452
37.13	-1.4239	0.2739	1.5451
37.14	-1.4239	0.2738	1.5451
37.15	-1.4239	0.2738	1.5451
37.16	-1.4239	0.2737	1.5451
37.17	-1.4239	0.2736	1.5451
37.18	-1.4239	0.2736	1.5451
37.19	-1.424	0.2735	1.5451
37.2	-1.424	0.2734	1.545
37.21	-1.424	0.2734	1.545
37.22	-1.424	0.2733	1.545
37.23	-1.424	0.2732	1.5449
37.24	-1.424	0.2732	1.5449
37.25	-1.424	0.2731	1.5449
37.26	-1.424	0.273	1.5449
37.27	-1.424	0.2729	1.5449
37.28	-1.424	0.2728	1.5449
37.29	-1.424	0.2727	1.5449
37.3	-1.424	0.2726	1.5449
37.31	-1.424	0.2725	1.5449
37.32	-1.424	0.2724	1.5449
37.33	-1.424	0.2723	1.5449
37.34	-1.424	0.2722	1.5449
37.35	-1.424	0.2721	1.5449
37.36	-1.4239	0.272	1.5448
37.37	-1.4239	0.2718	1.5448
37.38	-1.4239	0.2717	1.5448
37.39	-1.4238	0.2715	1.5447
37.4	-1.4238	0.2714	1.5447
37.41	-1.4238	0.2713	1.5446
37.42	-1.4239	0.2712	1.5446
37.43	-1.4239	0.271	1.5446
37.44	-1.4239	0.2709	1.5446
37.45	-1.4239	0.2708	1.5446
37.46	-1.4239	0.2706	1.5446
37.47	-1.4239	0.2704	1.5446
37.48	-1.4239	0.2703	1.5445
37.49	-1.4238	0.2701	1.5445
37.5	-1.4238	0.27	1.5444
37.51	-1.4238	0.2698	1.5444
37.52	-1.4238	0.2697	1.5443
37.53	-1.4238	0.2696	1.5443
37.54	-1.4238	0.2695	1.5443
37.55	-1.4238	0.2694	1.5443
37.56	-1.4238	0.2692	1.5443
37.57	-1.4238	0.2691	1.5442
37.58	-1.4239	0.2689	1.5442
37.59	-1.4239	0.2688	1.5441
37.6	-1.4239	0.2686	1.5441
37.61	-1.4239	0.2685	1.544
37.62	-1.424	0.2684	1.544
37.63	-1.424	0.2683	1.5439
37.64	-1.424	0.2682	1.5439
37.65	-1.424	0.268	1.5439
37.66	-1.424	0.2679	1.5438
37.67	-1.4241	0.2678	1.5438
37.68	-1.4241	0.2677	1.5438
37.69	-1.4241	0.2676	1.5437
37.7	-1.4241	0.2674	1.5436
37.71	-1.4242	0.2673	1.5436
37.72	-1.4242	0.2672	1.5435
37.73	-1.4243	0.2671	1.5435
37.74	-1.4243	0.267	1.5434
37.75	-1.4244	0.2669	1.5434
37.76	-1.4244	0.2668	1.5434
37.77	-1.4245	0.2667	1.5434
37.78	-1.4245	0.2665	1.5433
37.79	-1.4246	0.2664	1.5433
37.8	-1.4246	0.2664	1.5433
37.81	-1.4246	0.2663	1.5432
37.82	-1.4247	0.2662	1.5432
37.83	-1.4248	0.2661	1.5431
37.84	-1.4248	0.266	1.5431
37.85	-1.4248	0.2659	1.543
37.86	-1.4248	0.2658	1.5431
37.87	-1.4249	0.2656	1.5431
37.88	-1.4249	0.2655	1.543
37.89	-1.425	0.2654	1.543
37.9	-1.425	0.2653	1.543
37.91	-1.425	0.2652	1.5429
37.92	-1.4251	0.2652	1.5428
37.93	-1.4251	0.2651	1.5428
37.94	-1.4251	0.265	1.5427
37.95	-1.4251	0.2649	1.5427
37.96	-1.4251	0.2648	1.5426
37.97	-1.4251	0.2646	1.5426
37.98	-1.4251	0.2645	1.5426
37.99	-1.4252	0.2644	1.5426
38.0	-1.4252	0.2643	1.5425
38.01	-1.4252	0.2642	1.5425
38.02	-1.4252	0.2641	1.5424
38.03	-1.4252	0.264	1.5424
38.04	-1.4252	0.2639	1.5423
38.05	-1.4252	0.2638	1.5423
38.06	-1.4252	0.2636	1.5422
38.07	-1.4252	0.2636	1.5422
38.08	-1.4252	0.2635	1.5421
38.09	-1.4251	0.2634	1.5421
38.1	-1.4251	0.2633	1.5421
38.11	-1.4251	0.2632	1.5421
38.12	-1.4251	0.2631	1.5421
38.13	-1.4252	0.263	1.542
38.14	-1.4252	0.2628	1.542
38.15	-1.4252	0.2627	1.542
38.16	-1.4252	0.2626	1.5419
38.17	-1.4252	0.2625	1.5419
38.18	-1.4252	0.2624	1.5419
38.19	-1.4252	0.2623	1.5419
38.2	-1.4252	0.2622	1.5419
38.21	-1.4252	0.2621	1.5419
38.22	-1.4252	0.262	1.5419
38.23	-1.4252	0.2619	1.5419
38.24	-1.4252	0.2618	1.5419
38.25	-1.4252	0.2617	1.5418
38.26	-1.4252	0.2615	1.5418
38.27	-1.4252	0.2614	1.5418
38.28	-1.4252	0.2613	1.5418
38.29	-1.4252	0.2612	1.5417
38.3	-1.4252	0.261	1.5417
38.31	-1.4252	0.2609	1.5417
38.32	-1.4253	0.2608	1.5417
38.33	-1.4253	0.2607	1.5417
38.34	-1.4253	0.2606	1.5416
38.35	-1.4253	0.2605	1.5416
38.36	-1.4253	0.2604	1.5416
38.37	-1.4254	0.2603	1.5415
38.38	-1.4254	0.2602	1.5415
38.39	-1.4254	0.2601	1.5415
38.4	-1.4254	0.2599	1.5415
38.41	-1.4254	0.2598	1.5414
38.42	-1.4254	0.2597	1.5414
38.43	-1.4254	0.2596	1.5413
38.44	-1.4254	0.2595	1.5413
38.45	-1.4254	0.2594	1.5412
38.46	-1.4253	0.2593	1.5412
38.47	-1.4253	0.2592	1.5411
38.48	-1.4253	0.2591	1.541
38.49	-1.4253	0.259	1.541
38.5	-1.4253	0.2589	1.541
38.51	-1.4253	0.2588	1.541
38.52	-1.4253	0.2587	1.541
38.53	-1.4253	0.2586	1.5409
38.54	-1.4253	0.2585	1.5409
38.55	-1.4252	0.2584	1.5408
38.56	-1.4252	0.2583	1.5408
38.57	-1.4252	0.2582	1.5408
38.58	-1.4251	0.2581	1.5408
38.59	-1.4251	0.258	1.5407
38.6	-1.4251	0.2579	1.5407
38.61	-1.4251	0.2578	1.5407
38.62	-1.4251	0.2577	1.5408
38.63	-1.4251	0.2576	1.5408
38.64	-1.4251	0.2575	1.5407
38.65	-1.4251	0.2574	1.5407
38.66	-1.4251	0.2573	1.5407
38.67	-1.4251	0.2572	1.5407
38.68	-1.4251	0.2571	1.5408
38.69	-1.4251	0.257	1.5408
38.7	-1.4251	0.2569	1.5408
38.71	-1.425	0.2568	1.5408
38.72	-1.425	0.2567	1.5409
38.73	-1.425	0.2566	1.541
38.74	-1.425	0.2565	1.541
38.75	-1.425	0.2564	1.541
38.76	-1.425	0.2563	1.541
38.77	-1.425	0.2562	1.541
38.78	-1.425	0.2561	1.541
38.79	-1.425	0.256	1.541
38.8	-1.425	0.2559	1.5411
38.81	-1.425	0.2557	1.5411
38.82	-1.425	0.2556	1.5411
38.83	-1.4249	0.2555	1.5411
38.84	-1.4249	0.2554	1.5412
38.85	-1.4248	0.2553	1.5411
38.86	-1.4248	0.2552	1.5411
38.87	-1.4247	0.2551	1.541
38.88	-1.4247	0.255	1.5409
38.89	-1.4247	0.2549	1.5409
38.9	-1.4247	0.2548	1.5409
38.91	-1.4247	0.2546	1.5409
38.92	-1.4247	0.2545	1.5408
38.93	-1.4246	0.2544	1.5408
38.94	-1.4246	0.2542	1.5408
38.95	-1.4246	0.2541	1.5407
38.96	-1.4246	0.254	1.5407
38.97	-1.4246	0.2539	1.5406
38.98	-1.4246	0.2538	1.5405
38.99	-1.4246	0.2537	1.5404
39.0	-1.4246	0.2535	1.5403
39.01	-1.4246	0.2534	1.5402
39.02	-1.4247	0.2532	1.5402
39.03	-1.4247	0.2531	1.5401
39.04	-1.4247	0.2529	1.54
39.05	-1.4248	0.2528	1.54
39.06	-1.4248	0.2527	1.54
39.07	-1.4249	0.2526	1.54
39.08	-1.4249	0.2525	1.54
39.09	-1.4249	0.2524	1.5399
39.1	-1.4249	0.2522	1.5399
39.11	-1.4249	0.252	1.5398
39.12	-1.425	0.2519	1.5398
39.13	-1.425	0.2517	1.5397
39.14	-1.4251	0.2515	1.5397
39.15	-1.4251	0.2514	1.5396
39.16	-1.4251	0.2512	1.5395
39.17	-1.4251	0.2511	1.5395
39.18	-1.4251	0.251	1.5395
39.19	-1.4251	0.2509	1.5395
39.2	-1.425	0.2508	1.5394
39.21	-1.425	0.2506	1.5394
39.22	-1.425	0.2504	1.5394
39.23	-1.425	0.2503	1.5394
39.24	-1.425	0.2501	1.5393
39.25	-1.425	0.25	1.5393
39.26	-1.425	0.2499	1.5392
39.27	-1.4249	0.2498	1.5392
39.28	-1.4249	0.2497	1.5392
39.29	-1.4249	0.2496	1.5392
39.3	-1.4249	0.2494	1.5391
39.31	-1.4249	0.2493	1.5391
39.32	-1.4249	0.2491	1.5391
39.33	-1.4248	0.249	1.5391
39.34	-1.4247	0.2488	1.5391
39.35	-1.4247	0.2487	1.5391
39.36	-1.4247	0.2486	1.539
39.37	-1.4246	0.2485	1.5389
39.38	-1.4246	0.2484	1.5389
39.39	-1.4246	0.2483	1.5388
39.4	-1.4246	0.2482	1.5388
39.41	-1.4246	0.2481	1.5388
39.42	-1.4246	0.248	1.5388
39.43	-1.4246	0.248	1.5387
39.44	-1.4246	0.2479	1.5387
39.45	-1.4246	0.2478	1.5387
39.46	-1.4245	0.2477	1.5386
39.47	-1.4245	0.2476	1.5386
39.48	-1.4245	0.2476	1.5385
39.49	-1.4245	0.2475	1.5383
39.5	-1.4245	0.2474	1.5382
39.51	-1.4245	0.2473	1.5381
39.52	-1.4246	0.2472	1.5381
39.53	-1.4246	0.2472	1.538
39.54	-1.4246	0.2471	1.5379
39.55	-1.4246	0.247	1.5378
39.56	-1.4246	0.2469	1.5378
39.57	-1.4247	0.2469	1.5377
39.58	-1.4247	0.2468	1.5377
39.59	-1.4248	0.2468	1.5376
39.6	-1.4248	0.2467	1.5375
39.61	-1.4249	0.2466	1.5375
39.62	-1.4249	0.2466	1.5374
39.63	-1.425	0.2465	1.5373
39.64	-1.425	0.2464	1.5372
39.65	-1.425	0.2462	1.5372
39.66	-1.425	0.2461	1.5371
39.67	-1.425	0.246	1.537
39.68	-1.4249	0.2459	1.537
39.69	-1.4249	0.2458	1.5369
39.7	-1.4249	0.2458	1.5369
39.71	-1.4249	0.2457	1.5368
39.72	-1.425	0.2456	1.5367
39.73	-1.425	0.2455	1.5367
39.74	-1.4251	0.2453	1.5366
39.75	-1.4251	0.2452	1.5365
39.76	-1.4251	0.2451	1.5364
39.77	-1.4251	0.245	1.5364
39.78	-1.4251	0.2448	1.5363
39.79	-1.4251	0.2447	1.5362
39.8	-1.4251	0.2446	1.5361
39.81	-1.425	0.2445	1.536
39.82	-1.425	0.2444	1.5359
39.83	-1.425	0.2443	1.5358
39.84	-1.425	0.2442	1.5357
39.85	-1.4251	0.2441	1.5356
39.86	-1.4251	0.244	1.5356
39.87	-1.4251	0.2438	1.5355
39.88	-1.4251	0.2437	1.5354
39.89	-1.425	0.2437	1.5362
39.9	-1.4244	0.244	1.5372
39.91	-1.4238	0.2445	1.5373
39.92	-1.4233	0.2448	1.5372
39.93	-1.423	0.245	1.5372
39.94	-1.4232	0.2452	1.5373
39.95	-1.4234	0.2452	1.5372
39.96	-1.4233	0.245	1.5371
39.97	-1.4232	0.2448	1.537
39.98	-1.4231	0.2445	1.5353
39.99	-1.4232	0.2444	1.533
40.0	-1.4222	0.2445	1.5405
40.01	-1.409	0.2478	1.6133
40.02	-1.3676	0.2584	1.7386
40.03	-1.3256	0.2706	1.7947
40.04	-1.2802	0.277	1.8424
40.05	-1.2229	0.2867	1.9133
40.06	-1.1929	0.301	1.8857
40.07	-1.1767	0.3136	1.7666
40.08	-1.1677	0.3216	1.6406
40.09	-1.1634	0.3261	1.5411
40.1	-1.1621	0.3288	1.4693
40.11	-1.1629	0.3304	1.4203
40.12	-1.1656	0.331	1.3964
40.13	-1.1697	0.3309	1.3475
40.14	-1.1745	0.3308	1.311
40.15	-1.1796	0.3306	1.2915
40.16	-1.1851	0.3303	1.277
40.17	-1.1911	0.3298	1.2654
40.18	-1.1976	0.3292	1.2562
40.19	-1.2047	0.3285	1.2482
40.2	-1.2122	0.3276	1.2412
40.21	-1.2202	0.3267	1.2354
40.22	-1.2285	0.3257	1.2306
40.23	-1.2369	0.3247	1.2262
40.24	-1.2457	0.3237	1.2222
40.25	-1.2549	0.3228	1.2188
40.26	-1.2645	0.3218	1.2159
40.27	-1.2745	0.3209	1.2133
40.28	-1.2849	0.3199	1.2109
40.29	-1.2956	0.3189	1.2087
40.3	-1.3065	0.3178	1.2066
40.31	-1.3176	0.3168	1.2046
40.32	-1.3291	0.3157	1.203
40.33	-1.3408	0.3147	1.2016
40.34	-1.3525	0.3137	1.2001
40.35	-1.3645	0.3128	1.1986
40.36	-1.3767	0.3119	1.1971
40.37	-1.3891	0.311	1.1959
40.38	-1.4017	0.3101	1.1949
40.39	-1.4144	0.3092	1.194
40.4	-1.4269	0.3084	1.1931
40.41	-1.4394	0.3074	1.1922
40.42	-1.4518	0.3066	1.1914
40.43	-1.4643	0.3057	1.1906
40.44	-1.4768	0.3048	1.1898
40.45	-1.4896	0.304	1.189
40.46	-1.5024	0.3031	1.1883
40.47	-1.5153	0.3022	1.1876
40.48	-1.5282	0.3013	1.1869
40.49	-1.541	0.3004	1.1863
40.5	-1.5535	0.2995	1.1856
40.51	-1.5656	0.2986	1.185
40.52	-1.5772	0.2976	1.1844
40.53	-1.5886	0.2966	1.1838
40.54	-1.5997	0.2956	1.1832
40.55	-1.6106	0.2946	1.1827
40.56	-1.6212	0.2936	1.1822
40.57	-1.6315	0.2925	1.1816
40.58	-1.6416	0.2914	1.1811
40.59	-1.6516	0.2903	1.1806
40.6	-1.6614	0.2892	1.1801
40.61	-1.6707	0.288	1.1797
40.62	-1.6798	0.2869	1.1793
40.63	-1.6887	0.2857	1.1789
40.64	-1.6972	0.2845	1.1786
40.65	-1.7055	0.2833	1.1782
40.66	-1.7134	0.2821	1.1779
40.67	-1.7211	0.281	1.1775
40.68	-1.7284	0.2798	1.1772
40.69	-1.7356	0.2786	1.1769
40.7	-1.7426	0.2774	1.1766
40.71	-1.7492	0.2762	1.1763
40.72	-1.7553	0.275	1.176
40.73	-1.7613	0.2738	1.1757
40.74	-1.7672	0.2726	1.1754
40.75	-1.7728	0.2714	1.1752
40.76	-1.778	0.2702	1.175
40.77	-1.7832	0.269	1.1747
40.78	-1.7881	0.2678	1.1744
40.79	-1.7926	0.2667	1.1742
40.8	-1.7967	0.2655	1.1739
40.81	-1.8005	0.2643	1.1737
40.82	-1.8041	0.2632	1.1735
40.83	-1.8076	0.262	1.1733
40.84	-1.811	0.2609	1.1731
40.85	-1.814	0.2598	1.1729
40.86	-1.8169	0.2587	1.1727
40.87	-1.8196	0.2577	1.1725
40.88	-1.8221	0.2567	1.1724
40.89	-1.8246	0.2557	1.1722
40.9	-1.8269	0.2548	1.172
40.91	-1.829	0.2538	1.1718
40.92	-1.8307	0.253	1.1716
40.93	-1.8322	0.2521	1.1714
40.94	-1.8338	0.2512	1.1713
40.95	-1.8353	0.2504	1.1712
40.96	-1.8365	0.2495	1.1711
40.97	-1.8374	0.2487	1.171
40.98	-1.8382	0.248	1.1709
40.99	-1.8389	0.2473	1.1707
41.0	-1.8396	0.2466	1.1706
41.01	-1.8402	0.246	1.1705
41.02	-1.8407	0.2454	1.1704
41.03	-1.8409	0.2449	1.1702
41.04	-1.8411	0.2443	1.1701
41.05	-1.841	0.2438	1.17
41.06	-1.8408	0.2433	1.17
41.07	-1.8405	0.2428	1.1699
41.08	-1.8401	0.2424	1.1698
41.09	-1.8396	0.242	1.1698
41.1	-1.839	0.2415	1.1697
41.11	-1.8382	0.2411	1.1697
41.12	-1.8373	0.2407	1.1696
41.13	-1.8362	0.2403	1.1695
41.14	-1.8351	0.2401	1.1694
41.15	-1.8339	0.2398	1.1694
41.16	-1.8326	0.2396	1.1693
41.17	-1.8313	0.2393	1.1693
41.18	-1.8299	0.2391	1.1692
41.19	-1.8284	0.2389	1.1692
41.2	-1.8269	0.2387	1.1692
41.21	-1.8253	0.2385	1.1692
41.22	-1.8236	0.2383	1.1692
41.23	-1.8217	0.2381	1.1692
41.24	-1.8198	0.238	1.1692
41.25	-1.818	0.2378	1.1692
41.26	-1.816	0.2377	1.1692
41.27	-1.814	0.2376	1.1692
41.28	-1.812	0.2374	1.1693
41.29	-1.8099	0.2372	1.1693
41.3	-1.8078	0.2371	1.1693
41.31	-1.8055	0.2371	1.1693
41.32	-1.8032	0.237	1.1693
41.33	-1.8008	0.2369	1.1693
41.34	-1.7985	0.2369	1.1693
41.35	-1.7962	0.2368	1.1693
41.36	-1.7938	0.2368	1.1693
41.37	-1.7913	0.2367	1.1692
41.38	-1.7889	0.2367	1.1693
41.39	-1.7863	0.2367	1.1693
41.4	-1.7838	0.2367	1.1693
41.41	-1.7812	0.2368	1.1694
41.42	-1.7786	0.2368	1.1694
41.43	-1.776	0.2369	1.1694
41.44	-1.7733	0.237	1.1694
41.45	-1.7706	0.2371	1.1694
41.46	-1.7678	0.2372	1.1694
41.47	-1.765	0.2373	1.1694
41.48	-1.7622	0.2374	1.1694
41.49	-1.7595	0.2376	1.1694
41.5	-1.7567	0.2378	1.1694
41.51	-1.7539	0.238	1.1694
41.52	-1.7511	0.2382	1.1694
41.53	-1.7483	0.2385	1.1695
41.54	-1.7454	0.2387	1.1696
41.55	-1.7426	0.239	1.1696
41.56	-1.7397	0.2393	1.1697
41.57	-1.7368	0.2396	1.1698
41.58	-1.734	0.2399	1.1699
41.59	-1.7311	0.2402	1.1699
41.6	-1.7282	0.2405	1.17
41.61	-1.7254	0.2408	1.17
41.62	-1.7225	0.2411	1.17
41.63	-1.7196	0.2414	1.1701
41.64	-1.7167	0.2418	1.1701
41.65	-1.7138	0.2421	1.1702
41.66	-1.711	0.2424	1.1702
41.67	-1.7081	0.2428	1.1702
41.68	-1.7052	0.2432	1.1703
41.69	-1.7023	0.2435	1.1703
41.7	-1.6994	0.2439	1.1704
41.71	-1.6964	0.2442	1.1704
41.72	-1.6935	0.2446	1.1704
41.73	-1.6906	0.2449	1.1704
41.74	-1.6877	0.2453	1.1705
41.75	-1.6848	0.2457	1.1706
41.76	-1.6819	0.2461	1.1706
41.77	-1.6791	0.2464	1.1707
41.78	-1.6762	0.2468	1.1707
41.79	-1.6733	0.2472	1.1708
41.8	-1.6705	0.2476	1.1709
41.81	-1.6676	0.248	1.1709
41.82	-1.6647	0.2484	1.171
41.83	-1.6619	0.2488	1.171
41.84	-1.659	0.2492	1.171
41.85	-1.6562	0.2497	1.1711
41.86	-1.6534	0.2501	1.1712
41.87	-1.6506	0.2506	1.1713
41.88	-1.6478	0.251	1.1713
41.89	-1.6451	0.2515	1.1714
41.9	-1.6423	0.2519	1.1715
41.91	-1.6395	0.2524	1.1716
41.92	-1.6368	0.2529	1.1716
41.93	-1.634	0.2533	1.1717
41.94	-1.6312	0.2538	1.1718
41.95	-1.6285	0.2543	1.1719
41.96	-1.6258	0.2547	1.172
41.97	-1.6231	0.2552	1.1721
41.98	-1.6204	0.2557	1.1722
41.99	-1.6178	0.2562	1.1722
42.0	-1.6151	0.2566	1.1723
42.01	-1.6125	0.2571	1.1723
42.02	-1.6099	0.2576	1.1724
42.03	-1.6072	0.2581	1.1724
42.04	-1.6046	0.2586	1.1726
42.05	-1.602	0.2591	1.1727
42.06	-1.5994	0.2596	1.1728
42.07	-1.5969	0.2601	1.1728
42.08	-1.5944	0.2606	1.1729
42.09	-1.5918	0.261	1.173
42.1	-1.5893	0.2615	1.1731
42.11	-1.5869	0.262	1.1732
42.12	-1.5844	0.2626	1.1733
42.13	-1.582	0.2631	1.1734
42.14	-1.5796	0.2636	1.1735
42.15	-1.5772	0.2642	1.1736
42.16	-1.5748	0.2646	1.1737
42.17	-1.5724	0.2651	1.1738
42.18	-1.5699	0.2656	1.1739
42.19	-1.5675	0.2661	1.174
42.2	-1.5652	0.2666	1.1741
42.21	-1.5628	0.2671	1.1742
42.22	-1.5604	0.2676	1.1742
42.23	-1.5581	0.2681	1.1743
42.24	-1.5558	0.2686	1.1743
42.25	-1.5536	0.2692	1.1744
42.26	-1.5513	0.2697	1.1744
42.27	-1.549	0.2702	1.1745
42.28	-1.5467	0.2708	1.1745
42.29	-1.5444	0.2712	1.1745
42.3	-1.5422	0.2718	1.1746
42.31	-1.5399	0.2722	1.1747
42.32	-1.5376	0.2727	1.1748
42.33	-1.5354	0.2732	1.1748
42.34	-1.5332	0.2737	1.1748
42.35	-1.5311	0.2742	1.1748
42.36	-1.529	0.2747	1.1749
42.37	-1.5269	0.2752	1.1749
42.38	-1.5247	0.2757	1.175
42.39	-1.5226	0.2762	1.175
42.4	-1.5205	0.2768	1.175
42.41	-1.5184	0.2772	1.175
42.42	-1.5163	0.2777	1.1751
42.43	-1.5142	0.2782	1.1752
42.44	-1.5121	0.2786	1.1752
42.45	-1.5101	0.2791	1.1752
42.46	-1.5081	0.2796	1.1753
42.47	-1.5061	0.28	1.1753
42.48	-1.5042	0.2805	1.1754
42.49	-1.5022	0.2809	1.1754
42.5	-1.5003	0.2814	1.1755
42.51	-1.4983	0.2819	1.1755
42.52	-1.4963	0.2824	1.1756
42.53	-1.4944	0.2828	1.1756
42.54	-1.4925	0.2833	1.1757
42.55	-1.4906	0.2838	1.1757
42.56	-1.4887	0.2843	1.1758
42.57	-1.4869	0.2847	1.1758
42.58	-1.4851	0.2852	1.1758
42.59	-1.4833	0.2857	1.1758
42.6	-1.4815	0.2861	1.1758
42.61	-1.4797	0.2866	1.1758
42.62	-1.478	0.287	1.1759
42.63	-1.4762	0.2875	1.1759
42.64	-1.4744	0.288	1.176
42.65	-1.4726	0.2884	1.176
42.66	-1.4709	0.2889	1.1761
42.67	-1.4691	0.2894	1.1761
42.68	-1.4674	0.2898	1.1762
42.69	-1.4657	0.2903	1.1763
42.7	-1.464	0.2908	1.1763
42.71	-1.4623	0.2912	1.1763
42.72	-1.4606	0.2917	1.1763
42.73	-1.4589	0.2921	1.1763
42.74	-1.4573	0.2925	1.1764
42.75	-1.4556	0.2929	1.1764
42.76	-1.4539	0.2933	1.1765
42.77	-1.4522	0.2937	1.1766
42.78	-1.4506	0.2942	1.1767
42.79	-1.4489	0.2946	1.1768
42.8	-1.4472	0.295	1.1769
42.81	-1.4456	0.2954	1.1769
42.82	-1.4439	0.2958	1.177
42.83	-1.4422	0.2962	1.1771
42.84	-1.4406	0.2966	1.1771
42.85	-1.4389	0.297	1.1772
42.86	-1.4373	0.2974	1.1773
42.87	-1.4356	0.2978	1.1774
42.88	-1.4339	0.2983	1.1775
42.89	-1.4322	0.2987	1.1776
42.9	-1.4306	0.2991	1.1777
42.91	-1.4289	0.2995	1.1778
42.92	-1.4272	0.2999	1.1779
42.93	-1.4255	0.3003	1.1779
42.94	-1.4237	0.3006	1.178
42.95	-1.422	0.301	1.1781
42.96	-1.4202	0.3014	1.1782
42.97	-1.4185	0.3018	1.1783
42.98	-1.4167	0.3022	1.1784
42.99	-1.4149	0.3026	1.1785
43.0	-1.413	0.3031	1.1786
43.01	-1.4112	0.3035	1.1786
43.02	-1.4092	0.3039	1.1787
43.03	-1.4073	0.3043	1.1787
43.04	-1.4053	0.3047	1.1787
43.05	-1.4033	0.3051	1.1788
43.06	-1.4012	0.3055	1.1788
43.07	-1.3991	0.3059	1.1789
43.08	-1.3969	0.3063	1.179
43.09	-1.3947	0.3067	1.1791
43.1	-1.3923	0.3071	1.1792
43.11	-1.3899	0.3075	1.1792
43.12	-1.3876	0.308	1.1793
43.13	-1.3851	0.3084	1.1793
43.14	-1.3826	0.3088	1.1794
43.15	-1.3799	0.3091	1.1794
43.16	-1.3772	0.3095	1.1794
43.17	-1.3744	0.3099	1.1794
43.18	-1.3714	0.3104	1.1794
43.19	-1.3682	0.3108	1.1795
43.2	-1.365	0.3112	1.1796
43.21	-1.3618	0.3116	1.1797
43.22	-1.3586	0.312	1.1797
43.23	-1.3551	0.3124	1.1797
43.24	-1.3515	0.3128	1.1797
43.25	-1.3478	0.3132	1.1797
43.26	-1.3441	0.3135	1.1797
43.27	-1.3402	0.3139	1.1797
